geolocation_city,geolocation_state,jumlah_customer,geolocation_lat,geolocation_lng
capao bonito,SP,23,-24.001375472934793,-48.346809046912156
medianeira,PR,23,-25.29320167334103,-54.095134218967516
aguas lindas de goias,GO,23,-15.722555755917218,-48.28102249014369
piedade,SP,23,-23.715944600804164,-47.4142318899136
sao gabriel,RS,23,-27.148335317300887,-52.24869196450453
castanhal,PA,22,-1.292853681791956,-47.92305311379805
gurupi,TO,22,-11.727022910298103,-49.06986254791021
presidente epitacio,SP,22,-21.773562635668824,-52.115709937410585
maraba,PA,22,-5.353584073622171,-49.10536809198808
porto feliz,SP,22,-23.21199047441578,-47.52209837709136
irati,PR,22,-26.065117058608656,-51.77272867273655
aracati,CE,22,-4.566714237937559,-37.76420388407891
coromandel,MG,22,-18.47627421500296,-47.19682128916466
vacaria,RS,22,-28.505974693406692,-50.93824129882797
ibitinga,SP,22,-21.75732063771276,-48.82974353343716
salinas,MG,22,-16.164330348585707,-42.293253501472705
castro,PR,22,-24.794403062389325,-49.998933758264975
curitibanos,SC,21,-27.290948728745207,-50.57736113644125
cabo de santo agostinho,PE,21,-8.278199886657225,-35.01396518113297
simoes filho,BA,21,-12.792102385300257,-38.39277244867185
viana,ES,21,-18.469205153889742,-40.94983921427797
machado,MG,21,-21.680408948048516,-45.92052993201528
icara,SC,21,-25.94328050873039,-50.46759297326023
piracaia,SP,21,-23.0558608520058,-46.359235959126025
rancharia,SP,21,-22.229310649130582,-50.894681271077815
campo belo,MG,21,-20.893764714167883,-45.27561311477834
taquara,RS,21,-29.651813738074992,-50.77767119969609
brumado,BA,21,-14.205460464439602,-41.671112056820846
santos dumont,MG,21,-21.459831186137794,-43.552261428745815
pederneiras,SP,21,-22.348013116995098,-48.78449569702055
januaria,MG,21,-15.483420529424647,-44.379894155549685
oliveira,MG,21,-20.698563939792177,-44.82676038665832
bom jesus do itabapoana,RJ,21,-21.134261478552066,-41.67656312342376
pitangui,MG,21,-19.684235018418942,-44.89175789294177
capelinha,MG,20,-17.696081081658534,-42.51645734650035
sao manuel,SP,20,-22.74026492614537,-48.571813208388996
juquitiba,SP,20,-23.9418730533523,-47.07320010425569
ibiruba,RS,20,-28.629204719725095,-53.098996288532234
sorriso,MT,20,-12.572133957590658,-55.714515687547895
carlos barbosa,RS,20,-29.298071742278164,-51.50260091138184
marau,RS,20,-21.262091806291412,-45.6044926113732
tres pontas,MG,20,-21.3705596396296,-45.51293043502694
braco do norte,SC,20,-28.274304945434466,-49.165211726860235
garopaba,SC,20,-28.038737678812907,-48.631463327998624
cachoeiras de macacu,RJ,20,-22.470849051492323,-42.657121037845286
santana do livramento,RS,20,-30.881033613375017,-55.51788866229786
cambui,MG,20,-22.61187390884463,-46.058156568941314
sao gotardo,MG,20,-19.317869160982113,-46.05225400628061
tambau,SP,19,-21.703495030535553,-47.276353860301036
claudio,MG,19,-20.437204870235007,-44.76203405975947
casimiro de abreu,RJ,19,-22.486125097013733,-42.19317094379996
monte siao,MG,19,-22.430217898121075,-46.57340512991158
paraguacu paulista,SP,19,-22.42125482604227,-50.580730780337454
barao de cocais,MG,19,-19.89730190928139,-43.46565169307752
laranjeiras do sul,PR,19,-25.40470361388791,-52.41065756936068
crato,CE,19,-7.237243287684723,-39.41222827705197
santo antonio de posse,SP,19,-22.60561843199777,-46.920447238133505
pereira barreto,SP,19,-20.642057869063198,-51.1070106789236
monte azul paulista,SP,19,-20.906080858148847,-48.64290074163918
jaguariaiva,PR,19,-24.257703279680833,-49.7164234007889
miracema,RJ,19,-21.41145054043178,-42.19638618566784
sarandi,PR,19,-24.007348120562284,-52.00497639140972
embu,SP,18,-23.64700190241679,-46.842755173815064
espera feliz,MG,18,-20.64823472332548,-41.90925009163093
dois irmaos,RS,18,-26.15687379039889,-47.270204884091775
senhor do bonfim,BA,18,-10.462341603580397,-40.183766986895854
conchal,SP,18,-22.338398569332117,-47.1683209783616
vilhena,RO,18,-12.734321517882568,-60.13407562474962
sarzedo,MG,18,-20.038320832591328,-44.13891959658021
palmas,PR,18,-10.950993179291753,-48.476311644010316
piraju,SP,18,-23.19820343035484,-49.38278049595409
ararangua,SC,18,-28.955811943421807,-49.49067709331279
guapore,RS,18,-28.847955903125882,-51.8917464129751
canela,RS,18,-29.36052251726866,-50.81028933199042
viradouro,SP,18,-20.86821386988414,-48.29333486279983
guararapes,SP,18,-21.250586660628578,-50.6464450392542
bonfim paulista,SP,18,-21.254547608936228,-47.8152907655656
socorro,SP,18,-22.596373040143575,-46.50720671996104
espirito santo do pinhal,SP,18,-22.193296313700355,-46.75319181794205
iguaba grande,RJ,18,-22.839226507396567,-42.22206859801616
goianesia,GO,18,-15.375258984898842,-49.1359793615205
guanhaes,MG,18,-18.775765183946625,-42.93166199720478
nova granada,SP,18,-20.536387134122258,-49.32085573063807
bambui,MG,18,-20.01516131652096,-45.97684756408032
jarinu,SP,18,-23.096492254601632,-46.71792466026417
veranopolis,RS,18,-28.93670791328281,-51.54955095023769
estancia velha,RS,18,-28.019044392228512,-49.949929461777316
quatro barras,PR,18,-25.37140360277309,-49.07690711776502
iracemapolis,SP,17,-22.586590147687158,-47.514344852283166
penha,SC,17,-26.79083266065954,-48.63124274488887
timbo,SC,17,-26.827603296905572,-49.27037623408747
alegre,ES,17,-20.760206303395872,-41.53516276114848
picos,PI,17,-7.081263743774642,-41.44705397088995
tucurui,PA,17,-3.7740845913048484,-49.67254256476992
barrinha,SP,17,-21.190885638654144,-48.15620878829506
posse,GO,17,-14.086973323425672,-46.361570335997754
laranjal paulista,SP,17,-23.04955173261455,-47.83762131131264
floriano,PI,17,-6.775207138833256,-43.022868821767666
panambi,RS,17,-28.293540609837006,-53.5022378421305
itapetinga,BA,17,-15.25087590485796,-40.24424010376959
palmital,SP,17,-23.83608366234855,-51.2142302119433
paraiba do sul,RJ,17,-22.16428987434635,-43.29222008230457
santo antonio da patrulha,RS,17,-29.833102764742073,-50.52008406269422
visconde do rio branco,MG,17,-21.010359270172877,-42.838483757125445
leopoldina,MG,17,-21.530164261618392,-42.640898618181694
cruz das almas,BA,17,-12.670246382541524,-39.10327746739888
piuma,ES,17,-20.839948654995545,-40.73441103540229
pitangueiras,SP,17,-22.121875032115938,-49.90137393383807
pompeia,SP,17,-22.10367343012363,-50.17893613850754
castelo,ES,17,-20.6053563781088,-41.20519636049413
cerqueira cesar,SP,17,-23.034100418770535,-49.16234455805434
bom jesus dos perdoes,SP,17,-23.138276989175566,-46.468612532513475
caxambu,MG,17,-21.98080481713224,-44.93169566840273
juina,MT,17,-11.422656268105673,-58.779227239204424
nova venecia,ES,17,-18.70658082589379,-40.406383792282284
itatiaia,RJ,17,-22.47929703113676,-44.55714132223876
mandaguari,PR,17,-23.522116589381856,-51.6776633579356
igrejinha,RS,17,-29.571977530057968,-50.79472976396335
novo horizonte,SP,16,-20.243908929900957,-48.07131648061647
estrela,RS,16,-29.497658970479993,-51.95838431142123
ji-parana,RO,16,-10.8766640002755,-61.93983659219387
santa vitoria,MG,16,-18.8516272227244,-50.14079055085752
ponta pora,MS,16,-22.532581932288434,-55.712734051092674
agudos,SP,16,-22.48684651462075,-49.01333761209646
agua boa,MT,16,-16.020188931970463,-47.29847193122754
campo novo do parecis,MT,16,-13.72672691576459,-57.90834821580805
salgueiro,PE,16,-8.070960881795754,-39.123477300472686
cajati,SP,16,-24.72819885032075,-48.1128044045457
uruacu,GO,16,-14.518474806651268,-49.14209708875239
candido mota,SP,16,-22.751128893730357,-50.38672852848477
balsas,MA,16,-7.5314749353251536,-46.04310515312331
itaocara,RJ,16,-21.678811801831813,-42.08575070529736
sao francisco do sul,SC,16,-26.24556370537883,-48.60788895849941
patos,PB,16,-7.031927595990076,-37.28211008482646
torres,RS,16,-29.34114246818455,-49.74491959115231
ipero,SP,16,-23.36601727317898,-47.67562806835082
santana do paraiso,MG,16,-18.660891991579525,-43.75175131783146
ipojuca,PE,16,-8.441865196198224,-35.031331015635566
caxias,MA,16,-4.863465288261234,-43.35618115932099
carmo do paranaiba,MG,16,-18.99834541822861,-46.30935828069332
jacutinga,MG,16,-25.008551398836254,-49.57421802071232
ouro fino,MG,16,-22.278485305030316,-46.37130155156736
taquarituba,SP,16,-23.532344407408793,-49.2463222335984
manhumirim,MG,16,-20.35584130637538,-41.956169737677804
paragominas,PA,16,-2.995670762849445,-47.3559970486652
marialva,PR,16,-23.48392434035238,-51.79990910433005
barra velha,SC,16,-26.660970150266756,-48.691953317317825
cordeiropolis,SP,16,-22.481763564480133,-47.459958340316014
joao pinheiro,MG,16,-17.686741131763597,-45.99598273368638
santa rita do passa quatro,SP,16,-21.703553428587647,-47.48280676309556
janauba,MG,16,-15.8188770224056,-43.31332301925606
marataizes,ES,16,-21.0323181161207,-40.82269689695655
charqueadas,RS,16,-29.96270532877309,-51.618642688658596
venda nova do imigrante,ES,15,-20.33885295949204,-41.132931135779735
bombinhas,SC,15,-27.15657253033492,-48.50320378589786
paraisopolis,MG,15,-22.551533713566133,-45.77857277716529
sao luiz gonzaga,RS,15,-28.405745014830895,-54.95736550862166
santo antonio do monte,MG,15,-20.071522369183732,-45.287149879479394
iturama,MG,15,-19.729365350880276,-50.19956607813188
pirai,RJ,15,-22.625000967990932,-43.89666343676933
guacui,ES,15,-20.772595022149183,-41.67503440435154
timon,MA,15,-5.109033886961764,-42.83397677442156
sao borja,RS,15,-28.654368454743135,-56.005437023988705
inhumas,GO,15,-16.361253921121996,-49.497142785853114
americo brasiliense,SP,15,-21.733215089379517,-48.1099398816381
fraiburgo,SC,15,-27.029807812153095,-50.92124249393448
sao joao da barra,RJ,15,-21.670060626559785,-41.05687237302475
senador canedo,GO,15,-16.689942010832294,-49.117077889178766
nova prata,RS,15,-28.78225459518229,-51.60921296756925
nova era,MG,15,-19.764914311361164,-43.02993999536734
palmeira das missoes,RS,15,-27.89852791719222,-53.31111050685997
cunha,SP,15,-23.07086402487931,-44.9555940657993
jacarezinho,PR,15,-23.15836742843691,-49.976621305259265
lapa,PR,15,-25.76430781439902,-49.720376165993414
sao mateus do sul,PR,15,-25.869884382311,-50.388173075499395
pariquera-acu,SP,15,-24.715275336616124,-47.88138462884032
bastos,SP,15,-21.921257645470455,-50.73237742419828
santa adelia,SP,15,-21.243499488094187,-48.804810394183285
rio negro,PR,15,-22.764225899752805,-52.38789086584737
osvaldo cruz,SP,15,-21.795711019289442,-50.879277765103
cantagalo,RJ,15,-21.96029833885739,-45.700036179880364
bariri,SP,15,-22.074022270567585,-48.74025621655563
vitoria de santo antao,PE,15,-8.116424301361315,-35.296031406743424
sao jose de ribamar,MA,14,-2.5518477893497056,-44.13900201110609
almenara,MG,14,-16.176287602159036,-40.69302960684199
nossa senhora do socorro,SE,14,-10.864589292249613,-37.09579239297197
ipora,GO,14,-20.22178056610931,-52.412831355737396
esmeraldas,MG,14,-19.78192824681679,-44.26061412354286
conselheiro pena,MG,14,-19.11817466172709,-41.501036683269
divino,MG,14,-20.610108566038743,-42.14637144350596
mirassol doeste,MT,14,-15.67549165472028,-58.091327449650315
sao joao nepomuceno,MG,14,-25.771488021060417,-47.1013897170682
frederico westphalen,RS,14,-27.356191058812175,-53.395979139962776
sao francisco de itabapoana,RJ,14,-21.5419754708278,-41.17599626646001
iguatu,CE,14,-8.402986302973224,-40.833569069397704
vargem grande do sul,SP,14,-21.834918641034367,-46.89918572591993
ituporanga,SC,14,-27.4172065261721,-49.5990465372085
bom jardim,RJ,14,-11.166532788115404,-41.20497836342411
paranaiba,MS,14,-19.67394902539021,-51.19287959241918
junqueiropolis,SP,14,-21.511446904180833,-51.43577488892931
jaguare,ES,14,-18.908355105069518,-40.075866760102976
itabaiana,SE,14,-10.563008550856887,-37.285641658240756
santa maria de jetiba,ES,14,-20.031391098604573,-40.75116929156471
iguape,SP,14,-24.704619558438885,-47.55535990452377
chapadao do sul,MS,14,-18.798215592177247,-52.629048661090486
serrinha,BA,14,-8.970346401329895,-37.250455819913995
pirapora do bom jesus,SP,14,-23.4030477324338,-46.99511625156263
quirinopolis,GO,14,-18.446014425685497,-50.451540714418265
sao gabriel da palha,ES,14,-19.01753886918101,-40.53725541987759
itanhandu,MG,14,-22.296792750248095,-44.9367630785196
porto uniao,SC,14,-26.247995485947694,-51.07950025593373
piraquara,PR,14,-25.459685408418007,-49.10007961085258
serra negra,SP,14,-22.614621137795265,-46.709593428612386
santo anastacio,SP,14,-21.97692007478666,-51.65254186168632
cangucu,RS,14,-31.395632570425594,-52.67708329253571
feliz,RS,14,-29.452704570692116,-51.30223268988188
taio,SC,14,-27.118392469189253,-49.999646980328485
campos novos,SC,14,-27.399055235300438,-51.22556495735034
guariba,SP,14,-21.36350170979939,-48.22960077888057
sao lourenco do sul,RS,14,-31.36440027763601,-51.97864734895337
pontal,SP,13,-21.0264930112105,-48.03716928656765
redencao,PA,13,-7.4028170767607815,-48.149971316980555
porangatu,GO,13,-13.438920474296195,-49.14655847853908
santa maria da vitoria,BA,13,-13.389063238712454,-44.20055740496951
imbe,RS,13,-29.949823496703946,-50.11914007834461
rio negrinho,SC,13,-26.256138918645824,-49.52153209709076
serrana,SP,13,-21.20285872884427,-47.598433626510435
igarassu,PE,13,-7.844492109939494,-34.911575223210335
taiobeiras,MG,13,-15.812215251340339,-42.22709529057218
lagoa vermelha,RS,13,-28.21190081909876,-51.525184742562196
conceicao de macabu,RJ,13,-22.088070810882773,-41.86732114889866
camaqua,RS,13,-30.85406360352143,-51.8085350874549
laguna,SC,13,-28.47572857600972,-48.784659261030505
palmeira,PR,13,-26.49865063181286,-50.076169733511435
bandeirantes,PR,13,-22.051579205782144,-51.70357373756745
salto de pirapora,SP,13,-23.650084860226972,-47.577740424892745
niquelandia,GO,13,-14.469844694917848,-48.4569498848423
ipameri,GO,13,-17.708782130349086,-48.15033976578793
tupaciguara,MG,13,-18.598091499284664,-48.695865754019664
barra de sao joao,RJ,13,-22.575959641973594,-41.98864949398983
paraguacu,MG,13,-21.55014754152817,-45.73500868719834
pojuca,BA,13,-12.425449890980158,-38.32736451308023
miguelopolis,SP,13,-20.182732189905014,-48.02780172057328
mangaratiba,RJ,13,-22.947798006321072,-44.01477821887254
novo gama,GO,13,-16.072266408625186,-48.039067081858434
ibirama,SC,13,-27.056581698958887,-49.525381289507145
descalvado,SP,13,-21.908634153727803,-47.6195840295051
guaramirim,SC,13,-26.473533296244547,-48.98379768685915
marituba,PA,13,-1.3669818638394693,-48.33763710174524
carmo,RJ,13,-21.932343210229536,-42.607432292496306
quata,SP,13,-22.24729682639875,-50.70062907273488
pirapozinho,SP,13,-22.275856087480665,-51.49849889926355
casa branca,SP,13,-21.789190389997472,-47.07232828087684
aluminio,SP,13,-23.523865508829502,-47.2566134724933
italva,RJ,13,-21.423866388317172,-41.6919526852605
jardinopolis,SP,13,-23.87308676245416,-50.31567467351577
santa cruz do capibaribe,PE,13,-7.949385488079643,-36.20677410727552
natividade,RJ,13,-16.37890158915269,-44.84827678586906
eldorado do sul,RS,13,-30.015733809082768,-51.32857728642114
buritis,MG,13,-12.917129293100555,-55.12870888269436
eusebio,CE,13,-3.8780846128375694,-38.4586571230597
maracaju,MS,13,-21.622807014494487,-55.16419800267772
ivoti,RS,13,-29.605286893562898,-51.16427789211877
quissama,RJ,13,-22.109156970436832,-41.470023578847695
pinheiral,RJ,13,-22.51199207678125,-44.00681729463327
loanda,PR,13,-22.929383785209307,-53.13587259427024
aperibe,RJ,13,-21.62582998898821,-42.10489089799902
sacramento,MG,12,-19.870011331138464,-47.44411447792482
flores da cunha,RS,12,-29.03525706541139,-51.18315454628769
sao lourenco da serra,SP,12,-23.855721632747265,-46.948897109025545
mendes,RJ,12,-22.526046307478865,-43.73322381234701
abaete,MG,12,-19.158206495625077,-45.446300298729305
matias barbosa,MG,12,-21.869485342722417,-43.31977116023607
matozinhos,MG,12,-19.56083264961986,-44.075581349214794
itapecerica,MG,12,-20.46975446206616,-45.12324240731254
sao francisco,MG,12,-13.324046184292106,-42.63456680864782
santa vitoria do palmar,RS,12,-33.519350704839624,-53.35715043764032
conceicao do mato dentro,MG,12,-19.02370672710774,-43.423730654730775
itapiranga,SC,12,-14.958427563606664,-55.87284593875466
forquilhinha,SC,12,-28.753138688345132,-49.475392669899485
sao lourenco da mata,PE,12,-7.998996717198575,-35.04248042080049
santa gertrudes,SP,12,-22.453204812282447,-47.53463005761419
sao pedro,SP,12,-16.32874239074148,-44.236869911999996
engenheiro coelho,SP,12,-22.487817723352375,-47.20455471253452
tres marias,MG,12,-18.208163703175405,-45.226496670959094
paty do alferes,RJ,12,-22.420957055962976,-43.421068368395325
tres de maio,RS,12,-27.77657590438832,-54.23551840843681
santa ines,MA,12,-7.733044263853227,-44.64653277410145
ibipora,PR,12,-23.269435103279353,-51.05294039540039
santo amaro da imperatriz,SC,12,-27.687414607255857,-48.771889137271614
presidente dutra,MA,12,-8.294822646342743,-43.24013480341674
irece,BA,12,-11.304164446373445,-41.855805030013435
araripina,PE,12,-7.577678685814366,-40.501362066517
cajazeiras,PB,12,-6.887745156328404,-38.55894250887899
quixada,CE,12,-5.277005325035455,-38.88847893088028
pilar do sul,SP,12,-23.81197455444591,-47.72290759681854
jose bonifacio,SP,12,-21.057798257411232,-49.689910403948005
bocaiuva,MG,12,-17.11521217243906,-43.81287036265137
morrinhos,GO,12,-10.487471047635148,-44.61155775522341
sao miguel arcanjo,SP,12,-23.878443429622713,-47.995279102161945
tabapua,SP,12,-20.963703917030344,-49.03260884407005
cesario lange,SP,12,-23.22615684992226,-47.955079500499465
anchieta,ES,12,-23.668501010223363,-46.99012941293694
cafelandia,PR,12,-23.212630099995707,-51.462305504267505
parobe,RS,12,-29.631686469472015,-50.834573957474056
ibate,SP,12,-21.95050313682301,-48.00218930682391
teodoro sampaio,SP,12,-19.124805785816047,-47.664589777521456
santa rosa de viterbo,SP,12,-21.48348869998301,-47.36865063485143
belo jardim,PE,12,-9.980252185831672,-38.88839295581621
candeias,BA,12,-13.75423690048336,-39.45020849145719
assis chateaubriand,PR,12,-24.40202141648702,-53.51740411970834
ariquemes,RO,12,-9.904982304918882,-63.034650712119614
lucelia,SP,12,-21.72362473845401,-51.019157750564055
sao sebastiao do cai,RS,12,-29.587807418100702,-51.36190308319204
